X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50
0.1815102,1.210108,0.7445625,0.8873338,0.4061193,1.347886,-0.0787283,-0.331721,0.072641,0.0451788,1.322944,0.598553,0.6869661,0.8496177,-0.6355703,0.0069336,0.2481862,-0.0087119,-0.0718071,0.1907396,0.5514856,-0.2295103,-0.1155949,0.0450043,0.1562039,0.2189336,0.5447544,0.319078,0.3464132,0.7875922,1.111174,1.404592,0.6182202,0.6039243,1.591501,0.9520264,0.7773443,0.5978308,1.275537,0.4817723,0.4270952,0.293121,0.0809166,0.8125811,0.6971979,-0.3262832,0.6324462,0.6231552,0.5140328,0.6758946
0.1315198,0.3369853,1.318985,0.8269466,0.4847904,0.6341103,0.9778146,0.3235541,-0.3507819,-0.4664095,-0.1807546,0.3286831,0.4678282,1.572755,0.726901,0.8342299,0.5425595,1.354391,0.6372941,0.9953421,0.8624529,0.4887218,0.5858013,1.048046,1.128058,0.456712,0.3561,1.080583,0.1290078,-0.1159268,-0.7701101,-0.4852799,-0.3678076,0.0673084,0.4282265,0.3749551,0.2637391,-0.4152423,0.4656466,1.472585,0.1148816,0.6547366,0.1780679,0.096934,0.3174156,0.1990983,1.327928,0.3411285,0.1944769,0.4624413
-0.7030567,0.1787498,-0.8363729,0.1859532,-1.103902,0.2135733,-1.983518,-0.4294364,0.1007368,-0.9125757,-1.02564,-0.9013594,0.6651797,-0.1700071,-1.348541,-1.257346,0.5060129,-0.1939394,0.3466913,-1.82006,-0.7841108,-0.126934,-2.066697,-1.848256,-0.80175,-0.5159094,-0.3657427,-0.9184031,-0.6481652,-2.328134,-1.844586,-1.326822,-1.068299,-0.7107496,-1.172629,-0.790624,-2.415717,-2.206229,0.516492,0.8724262,-0.9674538,-0.4396633,-2.230216,0.7721575,-0.6916742,1.389377,-0.5239073,-0.3630854,0.7499918,-1.532002
0.9063162,0.1405995,0.4175348,-0.2256697,-0.5086406,-0.8415803,-0.2985459,-0.7837769,-0.1245613,-0.0599078,0.488915,-0.0145269,-0.7954994,-0.9398444,-0.9639132,-0.6878401,-0.8503002,-0.6151417,-0.7041645,-0.5879399,-0.7364048,-0.3038963,-0.4559455,-0.8651681,-0.9343068,-0.2524454,-0.2946384,-0.4253894,-0.7008637,-0.7580799,-1.05765,-0.9014725,-1.082074,-0.1601686,-0.2608252,-0.1775595,-0.3327232,-0.4950924,-0.9009815,-0.592271,-0.4977241,-0.2055707,0.0567678,-0.2799059,-0.4946773,-0.7662264,-0.940095,-0.8334549,0.017223,-0.0802106
-0.843168,-1.64468,-0.8041053,-0.8839906,-0.9577139,-1.601118,-1.185478,-1.548406,-0.8348367,-0.9379597,-1.097143,-0.7192448,-1.560969,-2.342749,-1.334783,-1.157511,-2.48878,-1.174957,-1.945683,-1.742492,-0.761846,-0.7325169,-0.8314463,-0.6856896,-0.7911061,-1.644948,-1.665806,-1.747772,-2.668919,-2.545265,-2.008511,-0.9017548,-0.5799385,-0.9352188,-1.070187,-1.77019,-1.871324,-2.295935,-1.228073,-1.058211,-1.459777,-0.6275667,-1.457909,-0.7608856,-0.9413352,-1.396886,-2.638399,-1.66924,-1.654849,-1.683372
-1.211931,-1.294728,-1.802806,-1.803617,-1.421752,-1.029712,-0.9124316,-0.928964,-0.6345687,-0.6988607,-0.5525464,-1.159838,-1.640839,-0.7428035,-0.6558004,-1.164245,-1.614527,-1.32281,-1.12381,-1.334313,-1.901331,-1.914296,-1.190094,-1.137248,-1.184265,-0.7388114,-0.5928379,-0.3573125,-0.5829293,-1.115175,-1.546649,-2.12495,-2.015169,-1.738797,-1.701499,-1.640771,-1.422283,-1.578518,-1.442867,-1.235887,-1.279415,-1.296746,-1.234131,-1.349069,-0.7247822,-0.7452291,-0.8012379,-1.371211,-1.424167,-0.9280124
0.2047186,-0.6797196,-0.2613584,-0.5960093,-0.2676415,-0.1590305,-0.6145526,-0.9203695,-0.6015661,-0.9352063,-0.3274982,-0.0754835,-0.3727841,-0.1474392,-0.4555707,0.0363894,-0.4877511,-0.4650253,-0.6382865,-0.1959913,-0.2928206,-0.1242808,-0.3808193,-0.9613513,-0.2753632,-0.5083653,-0.1389443,0.6269566,-0.1065424,-0.7387669,-0.57974,-0.6458184,-1.212834,-0.4296096,-0.9734155,-0.5027539,-0.0781671,0.2454172,0.2395872,-0.1889584,0.1772495,-0.001886,-0.4926393,-0.4791355,-0.5992507,-0.1668209,0.0710929,0.2137687,-0.3499253,-0.5764275
-0.6120335,0.2039524,1.634084,0.4359013,0.8235816,1.006681,1.485731,0.3736809,0.2496545,0.4961921,0.7296934,-0.1038894,1.098377,-0.24673,-0.9877007,1.538166,0.9343287,1.278137,0.4360818,0.8049115,-0.1160303,0.6363079,1.641064,0.8667948,0.5821325,0.7357476,0.3236827,1.119844,0.8698679,-0.3328797,1.394555,0.4644478,-0.0326208,0.2773553,-0.1747946,0.2095986,1.238132,1.559965,0.922129,0.2309608,0.5463022,1.346674,0.5183243,0.4077177,2.498961,0.8460196,0.8658394,0.5494599,1.187674,0.3134319
-2.133414,-0.7525247,-0.6392343,-2.207952,-2.415606,-1.429373,-2.089177,-1.348829,-0.9801727,-1.169237,-1.691538,-0.9155229,-1.607259,-1.427819,-1.646649,-0.5395044,-1.005115,-1.527787,-0.8583659,-1.408361,-0.906472,-1.470045,-1.058367,-0.9620691,-1.19051,-1.311398,-1.177519,-0.4179257,-1.46385,-1.092759,-1.513455,-1.747438,-1.549684,-1.124177,-1.434911,-1.613998,-1.139669,-1.416028,-0.8528298,-1.285173,-1.610706,-0.8510089,-1.314676,-0.7112131,-0.7591681,-0.7188432,-1.630207,-1.902388,-1.452193,-0.7381782
-0.0373549,0.3361701,0.704357,0.0118778,0.2921287,1.112655,0.7944038,2.008837,0.7579063,0.3023954,-0.4138499,0.1582913,0.2499593,-0.0298887,-0.0206657,1.12449,0.5958695,0.8479883,0.5128199,1.712033,0.1864638,0.0787908,0.8457303,0.2941218,0.0461838,-0.3947739,1.23151,1.221491,0.119592,0.289836,-0.2819651,1.187553,0.4875258,1.378199,0.96665,1.359931,0.8153681,0.7266806,1.264024,0.8774773,0.9495005,0.8516919,0.7312011,0.7447691,1.069986,0.9652499,0.8914832,0.836842,-0.6367076,0.4534376
-0.3325458,-1.500619,-0.3622041,-0.9986732,-1.366378,-0.8939132,-1.973456,-0.8918424,-0.2118898,-0.7335686,-1.611272,-0.996585,-1.279432,-2.061944,-1.27162,-0.3930039,-1.200969,-1.923186,-0.3352628,0.0003869,-1.061853,-1.672987,-1.048141,-1.526876,-2.48355,-0.8865164,-1.16831,-1.455649,-1.847429,-1.040977,0.1385744,0.12548,-0.7168906,-2.144594,0.1322166,-1.162421,-1.199819,-0.425098,-0.1220076,0.05812,-2.051779,-0.9561398,-0.1085841,0.2948671,-0.430292,-1.560568,-0.2555222,-0.6271524,-1.55717,-0.6954666
-0.7347905,0.4439843,-0.0035275,0.1503512,1.013642,-0.0956359,0.2881456,0.6233875,-1.391598,0.1389529,-0.0290441,-1.408204,-0.0305334,0.5376344,-0.563638,0.1480971,-1.246486,0.2935333,-0.7619192,-0.0472491,-1.222119,0.3225385,0.7037462,-0.3398281,-0.4545034,-0.6622433,0.4574955,0.6480244,0.2838508,1.0051,1.955154,0.7074625,1.713819,0.4188506,1.435782,0.1483331,0.3417888,-0.0318091,-1.818406,-0.1856198,0.107803,1.149235,-0.2614336,0.1790512,0.379765,-0.071396,-0.1292622,-0.630422,1.244154,-0.1570186
1.430087,0.3734439,0.5020887,1.215311,0.7519822,1.669122,1.918421,0.9206815,-0.034514,0.2168782,0.4944463,0.882949,1.516533,1.62537,0.202177,0.87458,1.703446,1.210732,1.490526,2.596333,1.835228,1.999799,2.488181,2.098378,0.6600494,1.679223,1.072931,0.9955418,1.033223,2.176322,1.812366,0.1589724,0.7888935,1.183093,1.194181,1.482326,2.004171,0.9184981,1.015341,0.8782275,0.9295614,0.7238172,1.022952,1.003449,0.9376297,-0.2006783,0.1199606,-0.3044611,0.8656801,0.8672795
0.8070674,2.101936,0.6002148,1.050027,0.9341312,1.628836,2.036458,0.5152778,0.5544732,0.7131295,0.0244678,1.653283,0.7520725,0.581354,0.8856309,1.628843,0.3320981,0.7487375,1.040449,1.4996,0.7478352,1.131674,1.664081,0.7719202,2.31663,2.433167,-0.1361828,1.74883,0.7504006,2.414104,0.7121493,1.397011,2.348431,0.1787022,1.628419,2.028173,2.143226,0.5947368,2.35717,1.212239,0.5526307,0.9648895,1.530651,1.73191,2.330335,0.2638688,1.966198,1.949406,1.215704,1.174121
-0.3254064,-1.126008,-0.8617315,1.256612,-0.887872,-1.416302,-0.9518956,-0.3650876,-1.157979,-1.038526,0.2440405,-1.330725,0.9450265,-1.085879,-0.008188,-0.9750412,0.5497516,-0.4324095,-0.5607441,-0.5478505,-0.5286436,-0.5226344,0.2435914,0.6913406,-0.9997388,-0.0806082,-1.617651,0.4302255,-0.0659414,0.2945514,0.3636354,-0.2620871,-0.1656537,0.613265,0.7329337,0.1631016,0.0538789,-0.9440027,-0.0755152,-0.8490102,-0.9406942,-1.444686,0.0539197,0.9693462,0.2676447,-0.22562,0.873933,-0.3117716,-0.1619027,-0.4498595
0.4602838,0.4186133,0.9457246,0.0416238,0.3208645,0.4279537,-0.0825346,-1.003882,-1.029467,-0.0319764,-0.6972819,-0.3912918,-0.187066,0.0857124,-0.5562556,-0.125322,-1.362568,-0.5914127,0.239212,-0.4049227,-0.2777819,-0.6025065,-0.0620267,-0.1932896,0.7466294,-0.3756064,-0.2855947,0.1653797,-0.923955,-0.7584539,0.1389128,1.016209,-0.1131777,-0.4631695,-0.5332493,-0.7355406,-0.6580315,0.0064218,-0.9270659,-0.1787777,-1.954228,-1.261428,-0.7175154,-0.6071253,-0.336453,0.7481451,-0.2665154,1.042222,-0.3105311,0.0971567
-1.565345,-0.752534,-2.223477,-1.55464,-2.006132,-0.8183088,-0.6757614,-1.50308,-1.901539,-0.7652981,-0.6495112,-0.6057024,-1.638186,-0.9270409,-1.88122,-1.414488,-2.367076,-2.025427,-1.980432,-1.048128,-0.8487348,-1.065003,-1.086685,-2.0168,-1.113265,-1.532891,-1.183771,-0.6931076,-2.157309,-1.983049,-1.532054,-1.106445,-1.533181,-1.687843,-2.356471,-1.742413,-1.232657,-1.33387,-0.8695416,-0.9021291,-1.219839,-0.5004981,-1.335333,-1.418389,-1.242145,-2.252388,-1.576942,-0.8967809,-1.319635,-1.26083
-0.1463339,-0.8112772,-0.8631139,-0.8264781,-0.8840086,-0.7401346,-0.9381938,-0.1066529,-0.635469,-1.104295,-1.661785,-0.9790959,-0.3560607,-0.2175985,0.0392197,0.4645169,-0.4940681,-0.8489599,-1.165788,-0.1408627,-1.266214,-0.6987291,-0.8216079,-0.9766129,-0.9247209,-0.9710832,-0.6442647,-0.570631,-1.022356,-0.8251848,-0.1601038,-0.9326712,-0.788715,-0.0840207,-0.5353734,-0.3336659,0.0169403,-0.1189568,-0.3942059,0.274287,0.1023274,0.2473854,-1.319016,-1.903126,-1.451489,-1.520668,-2.028161,-1.368601,0.1458016,-0.1070276
0.5033512,0.372065,0.7728727,0.0101073,-0.292189,-0.0383293,-0.890731,-0.7942366,-0.2992161,-0.0086564,-0.2295635,-0.2716244,-0.3900123,0.1302371,0.3541154,0.1699447,0.1178391,0.5562276,0.6495308,-0.2146413,-0.3146292,0.2835042,-0.578134,-0.3293274,0.4613929,0.6991787,0.8406638,-0.1928326,-0.0897808,-1.15011,-0.9623062,-0.1421905,0.1530984,-0.0824726,0.0702391,0.3588734,0.4151914,0.7679506,0.2789775,0.1159823,0.605503,0.2638846,0.4778134,0.8589882,0.6001229,0.6805304,1.352018,0.7235195,0.4494643,-0.055786
-0.7327977,-0.225427,0.4507489,-1.446859,0.2447905,0.1691534,0.1032996,0.5332955,1.327329,0.9074109,-0.5252058,-0.3902603,0.1583829,0.5161765,0.1945878,1.113071,0.1978888,0.2813188,-1.029717,0.5320799,-0.0959919,-0.1821276,-0.1660575,-1.010563,0.0605454,-0.4854128,-0.1884704,0.4154287,0.8428819,0.727102,0.9868399,1.506353,0.8606775,0.6942691,1.21591,0.368129,0.4622997,0.9496755,0.6968387,0.4933855,1.524538,-0.2161612,0.4721873,-1.36793,-0.9448723,-0.0452209,0.5692873,0.4218658,0.3182161,-0.1232845
0.3286183,0.8886148,0.2078308,0.8146555,-0.0872802,0.2394086,0.4756178,0.712025,0.0103525,0.0167323,0.3481407,0.718961,0.5967762,-0.3060578,0.0554447,-0.4210442,0.2896263,0.1164718,0.3615264,1.100537,0.4391366,0.8013466,0.2096023,-0.4123499,0.1433575,0.24338,0.2334382,0.8949358,-0.0975441,-0.4082213,0.645221,1.165994,0.735035,0.519689,-0.1794262,0.4078522,0.4361608,0.4179066,0.2751713,0.6756762,0.4772254,-0.2766302,-0.5330631,-0.0306983,0.914183,1.062543,0.3464806,0.9162855,0.6382763,0.8989145
0.5322571,-1.250253,-0.5285314,-1.358753,-1.629144,-1.864938,-1.983672,-2.39955,-1.357635,0.9288918,-1.700009,-0.6177337,0.4240438,0.17082,-1.054489,-0.9832024,-0.2928944,0.4307074,-0.8382366,-0.6208585,-1.504463,-1.650321,0.6555594,0.2939318,-1.736665,-1.560616,-0.258744,-0.7628945,-1.056106,-0.3810527,-0.4165916,-0.9857101,-1.273334,-0.5505241,-0.5043086,0.2006367,-0.6560353,-0.7479863,-0.5029222,-1.00296,-0.7146601,-0.5584821,-0.0041722,-0.4975071,0.2867386,-0.8981538,-1.962091,-0.9320494,-1.162742,0.1969068
-0.0375642,-0.316462,0.535311,0.2216309,0.779599,0.0369251,0.0809307,0.5142618,-0.3670154,-0.3115303,-0.046472,0.1169019,0.6475165,-0.4574682,-0.059053,0.5848966,0.5355286,-0.5942225,-0.3784643,0.4510001,-0.5469169,0.1443945,0.2926635,1.338876,-0.2646295,1.065337,0.2431111,0.8533507,0.870163,-0.0164801,0.4562037,0.4510017,0.0276079,0.1470961,0.0749032,0.0907046,-0.6294383,0.2338003,0.3496288,-0.27524,0.4710934,-0.356295,-0.1321727,-1.433112,-0.1765253,0.6776219,-0.4559732,-0.0173231,-0.5923954,0.4157455
0.3830081,0.5914307,0.017303,-0.6591604,-0.4717078,-0.7311659,0.1716492,0.181453,0.7007234,1.434908,0.6679278,0.4003663,1.056824,-0.4149983,0.0142277,1.247109,0.6700468,-0.3732,2.018994,0.2983037,0.8395928,0.6314909,0.2978588,-0.3986284,0.6000374,0.1861021,0.0273837,-0.459095,0.9402977,0.5191306,-1.353145,-0.4622971,-0.8350958,-0.5409162,-0.5373366,-1.600104,-0.2627724,0.1104328,-0.1154965,-0.1182797,0.8071439,0.395394,-0.1431076,0.5861176,1.133822,-0.0116933,-0.8809751,0.5141033,0.8428025,-0.0571919
-0.0234587,-0.987624,0.8326095,-0.137261,-0.4924736,-0.0495406,0.9936454,-0.1881917,0.1197802,-1.162759,-0.4513935,-0.1169025,-0.4770514,-0.6201578,0.265914,-0.7554986,-1.323206,-0.3940993,0.1858872,0.1095139,-0.080586,0.3169044,0.4772881,1.305574,0.339637,0.0216627,-0.424863,-0.41211,0.6119939,0.4410779,-0.1477636,-0.1499441,-0.8424815,0.059643,1.279933,0.8531253,0.1256644,-0.3013014,0.0812098,0.5710476,0.1593067,-0.2372496,0.379697,1.228472,0.0317184,0.7330079,0.7545136,0.5456168,-0.3105434,-0.1870099
1.26137,0.9865705,1.437478,3.046613,0.7553342,2.348487,1.773805,0.7007409,1.994924,1.259006,1.901653,1.364341,2.281145,1.415645,2.093266,2.399128,1.710344,0.8453289,1.690878,1.571343,3.244284,3.274557,1.474593,1.576498,1.474484,1.606816,1.372222,1.946143,1.28821,2.523482,2.40119,1.283516,1.243224,3.356364,1.617269,0.1348135,2.016218,0.5214041,1.425214,1.705767,2.571875,1.311707,1.632413,1.290776,2.157006,0.9993361,2.440229,1.79856,2.474189,1.108606
1.682614,1.62861,1.952705,1.640461,1.701476,2.129299,1.950363,1.966509,1.619811,1.029362,2.009972,0.8883414,1.229666,0.996295,1.520919,2.057179,1.710736,2.033194,2.134886,1.737721,1.912695,2.08094,1.801438,1.59187,1.610231,1.376332,2.041856,1.590061,2.436101,1.243253,1.153833,1.419251,1.363356,1.225584,2.054771,1.453863,1.870118,1.55822,1.955227,1.345546,1.590458,1.993087,1.502845,2.037065,1.797404,1.537122,0.6055096,1.885082,1.054518,1.798545
1.270794,0.6550897,0.3561618,1.464126,1.362538,1.090148,1.151786,0.823539,1.180797,0.5883484,1.42355,0.761552,1.450353,1.031358,0.9155644,0.4154852,0.4861566,0.8627832,0.77134,0.4771149,1.286558,1.711395,0.3426831,1.408061,0.8923838,1.179595,1.867953,2.127483,1.444557,1.140853,1.345625,0.62153,1.554273,1.76013,1.155562,1.248282,0.4286392,1.343763,0.5107118,0.8721457,1.035778,-0.2046696,0.2062398,0.9579246,1.150799,1.209394,1.280619,0.7923905,2.058484,2.176091
1.17772,0.8098718,0.4742386,0.1110162,0.3211806,0.4297758,1.04109,0.9420709,0.0549906,0.2586915,0.0970937,0.1828269,-0.3161673,1.203002,0.4424039,-0.4607996,-0.3229049,-0.1620213,-1.178991,-0.9396208,-1.17316,-0.4612916,-0.3477729,-0.3829834,-0.104753,0.5794472,-0.1276792,0.0428861,1.227518,0.3308248,-0.3791577,-0.6762714,-0.1066352,-0.3533447,0.5799208,-0.2217522,-0.5922289,-0.9360417,-0.2606185,0.1434172,-0.0437062,-0.5522673,-0.4619077,-0.6420997,-0.2527337,-0.1845216,-0.2948829,0.7074975,0.1110537,0.8657639
-2.254672,-2.178474,-1.628393,-0.6394345,-1.103795,-1.21085,-1.50356,-1.15018,-1.090312,-1.83723,-2.780882,-2.666611,-1.774536,-1.660226,-0.7879626,-1.251887,-2.000117,-2.532856,-1.16965,-1.462375,-1.997302,-0.9541154,-1.977911,-2.409583,-1.969745,-1.254462,-1.350537,-0.5111263,-1.719267,-1.568447,-0.9538717,-1.337984,-1.209964,-2.202413,-2.182943,-1.929799,-2.234252,-2.17533,-2.713243,-2.501438,-2.336985,-1.458308,-1.727765,-1.947166,-1.871115,-1.530109,-1.732551,-1.891095,-1.52472,-1.73271
-1.220825,-2.205882,-1.130078,-1.8696,-1.695979,-1.560061,-1.536921,-1.646398,-1.929921,-1.655545,-0.5272743,-1.054088,-1.329479,-0.0519669,-1.302674,-1.528586,-1.743319,-1.043834,-1.460183,-1.698521,-1.544353,-1.41019,-0.7570532,-2.1254,-1.289332,-1.541082,-0.8263827,-0.4968619,-1.146248,-1.70483,-0.9465615,-1.227119,-1.400904,-1.139459,-1.970934,-0.5413969,-1.214121,-0.3040425,-0.9044613,-0.4196043,-0.9824008,-0.8093098,-1.317701,-0.6880288,-0.1347983,-0.4053567,-0.7678888,-0.5299246,-0.5641584,-0.995337
0.2048493,-0.0617697,0.3619926,-0.3999069,-0.97606,-0.6050123,0.206702,1.4186,0.3940169,-0.6479255,-0.0838743,0.8079598,0.2095717,-0.4246402,-0.0138638,0.931886,0.9597356,1.984056,-0.0375744,0.4349323,0.7747648,0.5625319,0.1365399,1.341333,0.6372424,-0.2485376,0.0464707,0.7047682,0.698328,1.064489,0.1623916,1.263081,-0.1086668,0.2702463,-0.3856077,0.7278852,0.8942934,1.052725,0.396138,1.212318,-0.8930578,-0.2005346,0.8637182,0.1190577,0.1662426,0.166752,1.573898,1.415291,0.841582,0.2320285
-0.7087569,-1.609685,-1.048391,-1.596899,-1.545403,-1.54658,-1.56018,-1.424953,-0.6924444,-0.6328137,-0.7225327,-1.370103,-0.7562127,-1.13234,-1.414714,-0.9439995,-0.9684588,-1.533793,-1.962911,-0.6480825,-0.8734911,-1.421618,-1.790897,-1.712983,-2.311471,-1.719717,-1.938661,-2.412652,-2.183318,-1.094954,-1.153091,-1.34055,-2.190726,-1.450421,-0.9554448,-1.317305,-1.525573,-1.80112,-0.9133435,-1.176284,-1.73921,-2.932114,-1.848192,-1.809952,-2.072678,-1.448143,-1.042728,-1.64899,-0.9238459,-1.302866
-0.2105153,-0.1620367,0.0342813,-0.0400956,0.5643048,0.7433266,0.4449878,0.3992823,0.1984063,0.0490428,0.0528801,-0.2533268,0.189192,-0.0319697,0.1902953,0.160714,0.5235816,0.5857395,0.2903547,-0.1058023,-0.0364604,0.2427151,0.0825751,-0.0381218,0.4235926,0.6734338,0.933756,0.9155078,0.6535184,0.671414,0.3701452,-0.0426849,-0.3992614,-0.3789271,-0.0614353,0.2500551,-0.2128791,-0.1145545,-0.1280769,0.2036765,0.2233674,0.1199552,0.4866442,0.3227772,0.0760261,0.099662,-0.2400938,-0.1181581,-0.2544956,-0.0948861
0.4293627,-0.3269711,-0.0816833,0.5328628,-0.5063333,-0.4567206,0.3374084,0.7868752,0.5833419,-0.0122021,0.1902116,0.6906643,-0.6583943,0.3736843,-0.4756998,-1.017762,-0.1299422,-0.7224138,-0.1644109,0.5563191,1.20833,-0.1042273,0.1613885,0.0919339,-1.459896,-0.0087277,0.5228652,-0.4130509,-0.5342576,0.0491817,0.1730242,0.1328771,0.6673111,0.2007417,-1.114005,0.1225912,-0.2631095,-0.0736677,0.7628908,0.2568524,-0.982314,-0.1626215,0.3944235,-0.0408328,-0.7161573,-0.1663576,0.4350269,0.231511,-0.454876,0.5479043
2.454611,1.795712,1.463459,2.416906,2.612007,2.685465,2.120992,1.790094,1.669002,1.258904,1.675085,2.215258,1.812827,1.80399,1.523721,1.867836,2.597183,1.811733,1.314518,1.572189,1.29442,1.599782,1.708264,1.243402,0.9799779,1.832627,1.750615,1.507569,1.99052,2.103915,2.406137,2.432476,1.711182,2.06172,2.244285,2.647787,2.722949,1.586323,2.503907,1.927617,1.20871,1.432269,1.993632,2.456801,2.097062,2.220118,2.210333,2.46918,1.914369,1.42614
1.743015,2.051255,0.9788122,0.9514876,1.274245,0.5593729,-0.1343928,-0.0947691,0.6710391,0.6970486,0.8005151,0.655265,0.6964278,2.024287,1.760125,1.568513,0.8314952,1.277407,0.7864989,1.45127,1.279436,1.655491,1.319131,0.9278245,1.54213,1.411549,1.365168,1.528831,1.324779,1.642572,1.991925,1.926171,1.270983,1.572537,1.917621,1.335265,1.412595,0.8239475,0.0966033,0.4889658,1.223236,1.271951,0.8708774,0.5781138,0.10552,-0.1907075,-0.2409211,0.1687438,0.7014161,1.6973
-0.5469843,-0.6097333,-0.3315165,-1.764508,-0.1125765,-1.756466,-0.3653857,-0.7077622,-0.143775,0.5712183,0.8150162,-0.1774636,-0.5024677,-1.623103,0.8526415,0.2206051,-0.3807022,-0.7850048,-0.1771317,-0.7472904,-1.351652,-0.3844784,-1.125869,-0.3544178,-0.9191675,0.0352455,-0.6592411,-0.1823095,0.466003,-0.1564195,-1.207978,-0.2483955,-0.4828835,-0.848112,-0.1091362,0.2257663,-0.4974763,-1.239239,-0.1946362,-0.5829942,-0.6512897,-0.640183,-0.5569474,-0.9710406,-0.988488,-0.5415627,-1.683163,-0.336892,0.3313321,-0.1045559
-0.353842,0.4628023,-0.4955232,-1.672059,-1.43028,-1.124223,-0.4276225,-1.413944,-1.25116,-0.7087945,-0.2648761,-0.4784464,0.7333484,-0.8563291,-0.1875952,-0.2967069,0.0577141,-0.4120721,-0.0186897,-0.6044624,-0.6033938,-0.1472054,-1.504494,-0.5818291,-0.0879914,1.533889,0.0216852,0.1206115,-0.1934805,-0.6066559,0.0393558,-0.6229726,-0.3582515,-0.5228865,-0.496685,0.3048599,-0.0792963,-0.1128379,-0.1596779,0.2113176,-1.146871,-1.201829,-0.4640475,-1.885904,-0.1646426,0.3546488,-1.164318,-0.2877482,-0.8219033,-1.608825
-2.415207,-2.27573,-1.600618,-2.528409,-1.83162,-2.773241,-1.583105,-0.9865018,-1.944671,-1.415504,-1.957325,-1.558591,-1.31901,-1.853821,-2.620917,-2.128414,-1.693141,-2.432673,-2.431108,-2.005541,-2.640906,-1.682237,-1.680585,-1.620842,-1.650339,-1.370725,-3.215865,-1.244969,-0.986348,-1.829127,-1.113925,-1.366978,-2.573861,-1.901319,-2.415663,-1.426867,-1.980443,-2.394355,-2.44401,-2.055204,-1.897725,-2.916721,-2.409176,-3.041205,-1.948764,-0.4346218,-2.685071,-1.950106,-2.309575,-1.876775
0.1310666,1.192591,0.4479104,0.9853379,0.8686239,-0.2405573,0.9649747,0.8153691,0.0262546,0.9719826,0.7262857,0.4848091,0.3771398,-0.0476032,0.5675961,0.9677626,1.200277,0.5420561,0.5431211,0.318654,0.7747795,1.081508,1.269468,0.7602414,0.403639,0.2760603,0.919092,0.2493319,0.7655962,0.5232535,0.6480752,0.6312871,0.8105633,0.3834214,0.8327664,1.079362,0.788161,0.4533459,0.164735,0.7165435,0.6716116,0.6733727,0.3295718,0.4175283,0.66305,0.341994,0.575927,1.199888,0.5054156,0.7793932
0.7797023,0.2305717,0.2562603,0.9339216,0.6231255,-0.1178838,0.8162373,-0.3179953,-0.3907166,-0.5591823,-0.8067986,0.9458888,0.9945197,-0.3851526,0.554618,-0.6976641,-0.5976134,-0.757875,0.0615726,0.6256862,0.4505739,0.7383288,0.0129778,0.6703431,0.1107291,-0.0145173,0.0161533,-0.9974281,0.7862392,-0.0753319,-0.5163026,-0.7549017,0.2872615,0.1399003,-0.6732814,-0.4427439,-0.4485842,0.3098933,0.2524691,0.0054826,1.265904,0.319032,0.9235712,0.3878081,0.1205815,0.165912,1.153441,-0.2053828,0.4549752,-0.3289553
2.600687,1.524316,-0.0884536,1.548382,1.418789,1.469489,2.465797,1.410647,1.005825,1.881005,1.270679,1.893864,1.777652,-0.1095929,1.124147,1.934072,0.7084234,0.6118392,0.8423352,0.5873598,0.7959359,0.3780634,-1.291335,1.061143,2.099369,2.13758,-0.8060241,2.310473,1.643283,1.68369,1.443776,0.2049557,0.8556762,-0.0646265,-0.3503921,0.5491449,2.13181,1.830749,2.363126,1.74082,2.419151,2.590749,1.361334,2.094735,2.402644,1.22537,2.869752,1.966145,3.185631,0.6372513
0.810089,0.6178388,0.8600909,0.2073881,1.187289,0.581326,0.9479027,0.7227657,0.08332,0.7138758,-0.9273022,0.5004098,0.5423109,0.9724041,-0.5692118,0.4472749,1.658373,0.7994951,1.72375,1.199214,1.690997,0.9787491,-0.4337823,1.408315,0.0063843,-0.562115,0.7825926,1.397639,1.291227,0.2357332,0.2199309,0.6729493,0.6865819,-0.0719873,0.7165233,1.784387,0.930329,0.2585225,-0.5339494,2.056793,0.8794971,2.361652,0.9291356,0.8108186,0.1252739,-0.3849742,0.3639821,0.2654134,0.0148463,0.7780393
1.838707,1.905517,1.617254,2.348496,1.938701,2.22819,1.333355,2.079376,0.799897,1.421061,0.6706186,0.5868614,1.106016,0.9640655,1.325284,1.783063,1.117511,3.239635,1.157929,0.9004854,2.048568,2.268301,2.570744,1.589484,0.516293,0.7679934,1.211428,2.069173,0.8374858,1.719744,1.998825,1.811962,0.6782343,1.854851,1.494586,1.129513,1.892355,1.187443,1.124724,1.41519,2.12212,1.409417,1.694586,1.695176,1.645126,0.912867,1.649938,1.885452,2.749433,0.6489723
1.029716,1.291384,0.769078,1.430506,1.976843,1.54022,1.0529,1.798684,1.050282,1.274176,1.592902,1.164481,0.8545133,0.9100684,2.212043,2.296175,1.94859,2.384936,1.756797,2.043914,1.267075,1.246265,1.229182,1.533682,0.8727771,1.506185,1.56548,1.700409,2.132576,1.472821,0.6763714,2.333719,1.650273,1.858266,2.47746,0.8724036,0.4912943,1.399288,1.648845,1.569553,1.484599,0.9304856,1.776754,1.897648,1.58111,2.129234,1.734781,1.553264,1.997369,1.985728
